1.000000 1.000000 1.000000 0.034700
1.000000 1.000000 1.400000 0.695639
1.000000 1.000000 1.800000 0.690115
1.000000 1.000000 2.200000 0.870266
1.000000 1.000000 2.600000 0.053377
1.000000 1.000000 3.000000 0.190008
1.000000 1.000000 3.400000 0.651173
1.000000 1.000000 3.800000 0.367138
1.000000 1.000000 4.200000 0.283853
1.000000 1.000000 4.600000 0.751427
1.000000 1.000000 5.000000 0.960601
1.000000 1.400000 1.000000 0.202124
1.000000 1.400000 1.400000 0.256508
1.000000 1.400000 1.800000 0.097629
1.000000 1.400000 2.200000 0.037599
1.000000 1.400000 2.600000 0.899319
1.000000 1.400000 3.000000 0.554094
1.000000 1.400000 3.400000 0.516068
1.000000 1.400000 3.800000 0.413221
1.000000 1.400000 4.200000 0.186529
1.000000 1.400000 4.600000 0.530595
1.000000 1.400000 5.000000 0.831996
1.000000 1.800000 1.000000 0.449934
1.000000 1.800000 1.400000 0.960967
1.000000 1.800000 1.800000 0.039857
1.000000 1.800000 2.200000 0.347636
1.000000 1.800000 2.600000 0.149663
1.000000 1.800000 3.000000 0.990905
1.000000 1.800000 3.400000 0.955229
1.000000 1.800000 3.800000 0.408338
1.000000 1.800000 4.200000 0.080477
1.000000 1.800000 4.600000 0.260079
1.000000 1.800000 5.000000 0.761437
1.000000 2.200000 1.000000 0.751671
1.000000 2.200000 1.400000 0.953948
1.000000 2.200000 1.800000 0.360973
1.000000 2.200000 2.200000 0.000122
1.000000 2.200000 2.600000 0.296213
1.000000 2.200000 3.000000 0.883969
1.000000 2.200000 3.400000 0.842860
1.000000 2.200000 3.800000 0.850063
1.000000 2.200000 4.200000 0.525895
1.000000 2.200000 4.600000 0.858669
1.000000 2.200000 5.000000 0.921567
1.000000 2.600000 1.000000 0.623096
1.000000 2.600000 1.400000 0.126408
1.000000 2.600000 1.800000 0.456252
1.000000 2.600000 2.200000 0.456618
1.000000 2.600000 2.600000 0.458052
1.000000 2.600000 3.000000 0.029695
1.000000 2.600000 3.400000 0.336497
1.000000 2.600000 3.800000 0.602252
1.000000 2.600000 4.200000 0.992370
1.000000 2.600000 4.600000 0.523057
1.000000 2.600000 5.000000 0.538469
1.000000 3.000000 1.000000 0.038392
1.000000 3.000000 1.400000 0.294046
1.000000 3.000000 1.800000 0.578631
1.000000 3.000000 2.200000 0.116611
1.000000 3.000000 2.600000 0.188208
1.000000 3.000000 3.000000 0.834407
1.000000 3.000000 3.400000 0.060427
1.000000 3.000000 3.800000 0.145665
1.000000 3.000000 4.200000 0.327952
1.000000 3.000000 4.600000 0.783105
1.000000 3.000000 5.000000 0.963927
1.000000 3.400000 1.000000 0.626087
1.000000 3.400000 1.400000 0.995972
1.000000 3.400000 1.800000 0.406659
1.000000 3.400000 2.200000 0.345378
1.000000 3.400000 2.600000 0.320963
1.000000 3.400000 3.000000 0.606311
1.000000 3.400000 3.400000 0.851863
1.000000 3.400000 3.800000 0.097049
1.000000 3.400000 4.200000 0.056154
1.000000 3.400000 4.600000 0.674245
1.000000 3.400000 5.000000 0.095004
1.000000 3.800000 1.000000 0.223975
1.000000 3.800000 1.400000 0.514237
1.000000 3.800000 1.800000 0.558824
1.000000 3.800000 2.200000 0.338664
1.000000 3.800000 2.600000 0.779290
1.000000 3.800000 3.000000 0.053896
1.000000 3.800000 3.400000 0.129643
1.000000 3.800000 3.800000 0.636647
1.000000 3.800000 4.200000 0.113742
1.000000 3.800000 4.600000 0.586230
1.000000 3.800000 5.000000 0.263558
1.000000 4.200000 1.000000 0.028871
1.000000 4.200000 1.400000 0.596179
1.000000 4.200000 1.800000 0.038392
1.000000 4.200000 2.200000 0.577593
1.000000 4.200000 2.600000 0.967498
1.000000 4.200000 3.000000 0.460677
1.000000 4.200000 3.400000 0.437239
